ID,Abstract,US_num,LLM,role_shorten,User story,Implied ethical needs,Non-Functional Requirements,atomic,minimal,Conceptually sound,Problem-oriented,Unambiguous,Conflict-free,"Conflict-free, us",Estimatable,Independent,Unique,"Unique, us",Meas-ends relation,"Meas-ends relation, us"
A4US4Ge,A4,US4,Gemini_1.5_flash,diplomat,"As a diplomat working on crisis management, I want AI to assist in simulating different scenarios and predicting potential outcomes of international negotiations.",N/A,Accuracy,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US5Ge,A4,US5,Gemini_1.5_flash,peacekeeper,"As a peacekeeper deployed to a conflict zone, I want AI-powered systems that can translate languages in real-time and help me build trust with local communities.",Trust,Performance -  Accuracy,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US6Ge,A4,US6,Gemini_1.5_flash,non-proliferation expert,"As a non-proliferation expert, I want AI to analyze data on weapons development and identify potential threats of nuclear or biological weapons proliferation.",N/A,N/A,conjunctions,minimal,no_feature,,,,,,,,,,
A4US7Ge,A4,US7,Gemini_1.5_flash,defense contractor,"As a defense contractor, I want to develop AI-powered weapons systems that operate with high precision and minimize civilian casualties.",N/A,Accuracy -  Reliability,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,source,A4US1Ge,No,No,unique,,,
A4US8Ge,A4,US8,Gemini_1.5_flash,advocate,"As a human rights advocate, I want international regulations and ethical guidelines established to prevent the misuse of AI in warfare and ensure accountability for its actions.",Responsibility,N/A,conjunctions,minimal,no_feature,,,,,,,,,,
A4US9Ge,A4,US9,Gemini_1.5_flash,citizen,"As a citizen concerned about national security, I want transparency from governments regarding the use of AI in military applications to ensure public trust.",Trust - Transparency,N/A,atomic,minimal,no_feature,,,,,,,,,,
A4US10Ge,A4,US10,Gemini_1.5_flash,researcher,"As a researcher in international security, I want to collaborate with policymakers and military leaders to develop a framework for responsible and cooperative development of AI for international security purposes.",Responsibility,N/A,conjunctions,minimal,no_feature,,,,,,,,,,
A4US1Ll,A4,US1,Llama 3.1 70b,strategist,"As a military strategist, I want to understand the transformative impact of AI on international security, so that I can develop effective responses to emerging threats and opportunities.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A4US2Ll,A4,US2,Llama 3.1 70b,cybersecurity expert,"As a security expert, I want to identify the potential risks and challenges associated with AI in the security environment, so that I can mitigate them through cooperation and collaboration.",Non-maleficence(Security) - Responsibility,N/A,conjunctions,minimal,no_feature,,,,,,,,,,
A4US3Ll,A4,US3,Llama 3.1 70b,technology developer,"As a technologist, I want to design and develop drones that can learn and operate autonomously, using AI and GIS, so that I can enhance military capabilities and decision-making.",N/A,N/A,conjunctions,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,No,unique,,,
A4US4Ll,A4,US4,Llama 3.1 70b,military commander,"As a military commander, I want to leverage AI-powered drones for combat and non-combat operations, so that I can gain a tactical advantage on the ground and improve mission success.",N/A,N/A,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,unique,,,
A4US5Ll,A4,US5,Llama 3.1 70b,developer,"As a developer, I want to integrate AI, C5IRS, and GIS systems to create a seamless and interoperable platform for drone operations, so that I can enhance situational awareness and decision-making.",N/A,Interoperability,conjunctions,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,No,unique,,,
A4US6Ll,A4,US6,Llama 3.1 70b,researcher,"As a researcher, I want to investigate the potential of AI-powered drones to transform enterprise functions, mission support, and operations, so that I can identify new opportunities for military advantage.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A4US7Ll,A4,US7,Llama 3.1 70b,policymaker,"As a policy-maker, I want to develop cooperative frameworks and guidelines for the responsible development and use of AI-powered drones, so that I can minimize risks and promote ethical behavior.",Non-maleficence(Security) - Responsibility,N/A,atomic,minimal,no_feature,,,,,,,,,,
A4US8Ll,A4,US8,Llama 3.1 70b,strategist,"As a military planner, I want to design scenarios and exercises that incorporate AI-powered drones, so that I can test and evaluate their effectiveness in various operational contexts.",N/A,Testability,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,unique,,,
A4US9Ll,A4,US9,Llama 3.1 70b,trainer,"As a trainer, I want to develop training programs that prepare military personnel to work effectively with AI-powered drones, so that I can ensure seamless human-machine collaboration.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A4US10Ll,A4,US10,Llama 3.1 70b,system architect,"As a system architect, I want to design and implement an AI-powered drone system that can adapt to changing circumstances and learn from experience, so that I can create a truly autonomous and effective military capability.",N/A,Adaptability ,conjunctions,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,No,unique,,,
A4US1O1,A4,US1,O1_mini,military commander,"As a military commander, I want autonomous drones to conduct reconnaissance missions, so that I can gather real-time intelligence without risking personnel.",N/A,Performance,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US2O1,A4,US2,O1_mini,drone operator,"As a drone operator, I want AI-driven drones to adapt to changing battlefield conditions, so that missions remain effective under dynamic scenarios.",N/A,Adaptability,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US3O1,A4,US3,O1_mini,GIS specialist,"As a GIS specialist, I want drones integrated with GIS systems, so that they can utilize geospatial data for precise navigation and targeting.",N/A,Interoperability -  Accuracy,atomic,minimal,Conceptually sound,solution_oriented,General,Conflict-free,,No,independent,unique,,,
A4US4O1,A4,US4,O1_mini,cybersecurity expert,"As a cybersecurity analyst, I want AI-powered drones to detect and respond to cyber threats autonomously, so that our defense systems remain secure against digital attacks.",N/A,N/A,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US5O1,A4,US5,O1_mini,logistics coordinator,"As a logistics coordinator, I want autonomous drones to manage supply deliveries in combat zones, so that frontline units receive necessary resources promptly.",N/A,Efficiency -  Reliability,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US6O1,A4,US6,O1_mini,strategist,"As a strategic planner, I want drones equipped with AI to analyze and predict enemy movements, so that I can make informed decisions to counteract threats.",N/A,Accuracy,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,unique,,,
A4US7O1,A4,US7,O1_mini,officer,"As a communications officer, I want drones to be integrated with C5ISR systems, so that they can seamlessly share information across all command and control networks.",N/A,Interoperability,atomic,minimal,Conceptually sound,solution_oriented,General,Conflict-free,,No,No,unique,,,
A4US8O1,A4,US8,O1_mini,field commander,"As a field commander, I want AI-enabled drones to perform search and rescue operations, so that injured personnel can be located and evacuated swiftly.",N/A,Performance -  Accuracy,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,unique,,,
A4US9O1,A4,US9,O1_mini,interoperability coordinator,"As an interoperability coordinator, I want drones from different allied forces to communicate and operate cohesively, so that joint missions are more efficient and effective.",N/A,Interoperability,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,unique,,,
A4US10O1,A4,US10,O1_mini,strategist,"As a defense strategist, I want AI-powered drones to learn from each mission, so that their performance improves continuously and adapts to emerging threats.",N/A,Adaptability -  Retrainability,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,unique,,,
A5US1Ge,A5,US1,Gemini_1.5_flash,healthcare professional,"As a healthcare staff member, I want to efficiently deliver items using the robot to reduce my workload and improve patient care.",N/A,Efficiency -  Usability,atomic,minimal,Conceptually sound,problem-oriented,Vagueness,Conflict-free,,estimatable,No,diffRoleSameStory,A5US3Ge,,
A5US2Ge,A5,US2,Gemini_1.5_flash,lab technician,"As a lab technician, I want to easily track the location and status of blood and urine samples using the robot to ensure timely processing.",N/A,Traceability -  Performance,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A5US3Ge,A5,US3,Gemini_1.5_flash,nurse,"As a nurse, I want to request and receive deliveries from the robot to optimize my time and improve patient care.",N/A,Efficiency -  Usability,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A5US1Ge,,
A5US4Ge,A5,US4,Gemini_1.5_flash,kitchen staff member,"As a kitchen staff member, I want to schedule and manage meal deliveries using the robot to streamline kitchen operations.",N/A,Efficiency -  Usability,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A5US5Ge,A5,US5,Gemini_1.5_flash,patient,"As a patient, I want to receive my meals promptly and accurately delivered by the robot to enhance my hospital stay.",N/A,Reliability -  Accuracy ,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,conflict,A5US8Ge,estimatable,No,unique,,,
A5US6Ge,A5,US6,Gemini_1.5_flash,resident,"As a resident, I want to have a positive and easy-to-use experience interacting with the delivery robot.",N/A,Usability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,unique,,,
A5US7Ge,A5,US7,Gemini_1.5_flash,manager,"As a facility manager, I want to monitor the robot's performance and utilization to optimize its effectiveness and identify areas for improvement.",N/A,Maintainability,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A5US8Ge,A5,US8,Gemini_1.5_flash,manager,"As a facility manager, I want to ensure the robot operates safely and securely within the facility.",Non-maleficence(Safety) - Non-maleficence(Security),Safety -  Security,conjunctions,minimal,Conceptually sound,problem-oriented,Vagueness,source,A5US5Ge,estimatable,No,unique,,,
A5US9Ge,A5,US9,Gemini_1.5_flash,manager,"As a facility manager, I want to be able to easily adapt the robot to different areas and tasks within the facility.",N/A,Adaptability -  Flexibility,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,unique,,,
A5US10Ge,A5,US10,Gemini_1.5_flash,system,"As the system, I should be able to navigate the facility autonomously and avoid obstacles.",N/A,N/A,conjunctions,minimal,no_valid_role,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,unique,,,
A5US1Ll,A5,US1,Llama 3.1 70b,lab technician,"As a Pathology Laboratory Staff Member, I want to easily and efficiently deliver blood and urine samples using the GoCart robot so that I can reduce my workload and focus on other tasks.",N/A,Efficiency -  Usability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A5US2Ll,A5,US2,Llama 3.1 70b,residential care staff member,"As a Residential Care Facility Staff Member, I want to use the GoCart robot to deliver meals to residents quickly and accurately so that I can improve the quality of care and resident satisfaction.",N/A,Efficiency -  Accuracy -  Reliability,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,conflict,A5US6Ll,No,No,unique,,,
A5US3Ll,A5,US3,Llama 3.1 70b,manager,"As a facility manager, I want to monitor the GoCart robot's activity and receive notifications when it encounters any issues or errors so that I can ensure smooth operations and minimize disruptions.",N/A,Maintainability -  Reliability,conjunctions,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,estimatable,No,unique,,,
A5US4Ll,A5,US4,Llama 3.1 70b,healthcare professional,"As a Healthcare Worker, I want the GoCart robot to be designed with a user-friendly interface and clear instructions so that I can easily use it without extensive training.",N/A,Usability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,No,independent,unique,,,
